code_parametre,nom_canonique,symbole,unite_standard,type_metier,theme,sous_theme,regle_parsing,attributs_obligatoires,attributs_optionnels,variantes_associees,statut_validation,flag,justification_decision,source_decision,commentaire_migration
UNREC_FER_FERREUX,Fer_ferreux,Fer_ferreux,à confirmer,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Fer_ferreux,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_FORAGE,Forage,Forage,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Forage,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_F_G_D,F-G-D,F-G-D,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,F-G-D,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_HUILES_GRA,Huiles_Gra,Huiles_Gra,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Huiles_Gra,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_INVENTAIRE_DES_SOURCES,Inventaire des sources,Inventaire des sources,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Inventaire des sources,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_LACHER_M3S,lacher_m3s,lacher_m3s,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,lacher_m3s,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_LITHIUM,Lithium,Lithium,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Lithium,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_L_CHER_BARRAGE,Lâcher barrage,Lâcher barrage,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Lâcher barrage,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_NH4_N,NH4_N,NH4_N,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,NH4_N,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_NITRATE_N,Nitrate N,Nitrate N,à confirmer,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Nitrate N,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_NIVEAU_BARRAGE,Niveau barrage,Niveau barrage,à confirmer,hydrologie,à confirmer,à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,Niveau barrage,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_NIVEAU_D_EAU_BARRAGE,Niveau d'eau barrage,Niveau d'eau barrage,à confirmer,hydrologie,à confirmer,à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,Niveau d'eau barrage,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_NO3_N,NO3_N,NO3_N,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,NO3_N,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_OUED,Oued,Oued,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Oued,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_PARAMETRES_ORPHELINS,parametres_orphelins,parametres_orphelins,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,parametres_orphelins,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_PRECIP,PRECIP,PRECIP,mm,météo,à confirmer,à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,PRECIP,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_PRECIPITATION_ANNUELLE,Précipitation annuelle,Précipitation annuelle,mm,météo,à confirmer,à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,Précipitation annuelle,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_PRECIPITATION_JOURNALIERE,Précipitation journalière,Précipitation journalière,mm,météo,à confirmer,à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,Précipitation journalière,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_PRECIPITATION_MAXIMALE,Précipitation maximale,Précipitation maximale,mm,météo,à confirmer,à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,Précipitation maximale,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_PUITS,Puits,Puits,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Puits,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_REJET,Rejet,Rejet,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Rejet,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_SED_IN,sed_in,sed_in,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,sed_in,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_SED_OUT,sed_out,sed_out,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,sed_out,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_SOLIDS,SOLIDS,SOLIDS,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,SOLIDS,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_STRONTIUM,Strontium,Strontium,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Strontium,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TCBOD,TCBOD,TCBOD,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,TCBOD,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TEMPERATURE_MAX,Température max,Température max,°C,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Température max,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TEMPERATURE_MAXIMALE,Température maximale,Température maximale,°C,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Température maximale,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TEMPERATURE_MIN,Température min,Température min,°C,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Température min,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TEMPERATURE_MINIMALE,Température minimale,Température minimale,°C,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Température minimale,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TEMPERATURE_MOYENNE,Température moyenne,Température moyenne,°C,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Température moyenne,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TEMP_MAX,TEMP_MAX,TEMP_MAX,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,TEMP_MAX,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TEMP_MIN,TEMP_MIN,TEMP_MIN,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,TEMP_MIN,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TEMP_MOY,TEMP_MOY,TEMP_MOY,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,TEMP_MOY,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_THALLIUM,Thallium,Thallium,à confirmer,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Thallium,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TKN,TKN,TKN,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,TKN,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TN,TN,TN,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,TN,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TOTAL_CBOD,Total CBOD,Total CBOD,à confirmer,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Total CBOD,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TOTAL_KJELDAHL_NIT,Total Kjeldahl Nit,Total Kjeldahl Nit,à confirmer,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Total Kjeldahl Nit,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_TOTAL_NITROGEN,Total Nitrogen,Total Nitrogen,à confirmer,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Total Nitrogen,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_VANADIUM,Vanadium,Vanadium,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Vanadium,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_VOLUME_BARRAGE,Volume barrage,Volume barrage,à confirmer,hydrologie,à confirmer,à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,Volume barrage,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_WATER_TEMP,WATER_TEMP,WATER_TEMP,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,WATER_TEMP,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
V,V,V,mg/L,physico-chimie,Vanadium,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,V | Vanadium(mg/l),VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
VAL_OBS,Val_obs,Val_obs,— (variable),métaux lourds,Valeurs observées,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Val_obs | val_observees,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
VAL_POWER,Val_power,Val_power,— (variable),métaux lourds,Valeurs NASA Power (données climatiques),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Val_power | val_power_nasa,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
VAL_REMPLIES,Val_remplies,Val_remplies,— (variable),métaux lourds,Valeurs remplies / imputées,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Val_remplies | val_remplies,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
VIBRIO,Vibrio,Vibrio,UFC/100 mL,physico-chimie,Vibrion cholérique,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Vibrio | Vibrion_Cholerique,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
VOLUME,Volume,Volume,Mm³,hydrologie,Volume (Mm³ ou hm³),à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,Volume | volume_mm3 | vrn_hm3,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Volume_mm3=Volume_hm*1000
VOL_PRELEVE,Vol_preleve,Vol_preleve,m³/an,physico-chimie,Volume prélevé (m³/an),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Vol_preleve | vol_preleve_m3_an,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
VOL_TRAIT,Vol_trait,Vol_trait,m³/an,physico-chimie,Volume eaux usées traitées (m³/an),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,vol_eaux_us_trait_m3_an | Vol_trait,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
ZN,Zn,Zn,mg/L,métaux lourds,Zinc,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Zinc | Zinc(mg/l) | Zn,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
